
State,School_Name,Orientation_Name,Address,City,Zip,Phone,Number_of_Students,Grade_Range
TX,REGENTS ACADEMY,Christian (no specific denomination),200 NE STALLINGS DR,NACOGDOCHES,75961,9365597343.0,151,Pre-Kindergarten - 12th Grade
TX,JUAN DIEGO ACADEMY,Roman Catholic,PO BOX 3888,MISSION,78573,9565832752.0,94,9th Grade - 12th Grade
TX,SOLID ROCK CHRISTIAN ACADEMY,Christian (no specific denomination),2678 CALDER AVE STE B,BEAUMONT,77702,4093385663.0,110,2nd Grade - 12th Grade
TX,ST JOHN BOSCO SCHOOL,Roman Catholic,5630 W COMMERCE ST,SAN ANTONIO,78237,2104328011.0,180,Pre-Kindergarten - 8th Grade
TX,ST MICHAEL CATHOLIC SCHOOL - HOUSTON,Roman Catholic,1833 SAGE RD,HOUSTON,77056,7136216847.0,435,Pre-Kindergarten - 8th Grade
TX,THE CONNECTION SCHOOL OF HOUSTON,Christian (no specific denomination),15815 HOUSE HAHL RD,CYPRESS,77433,8325446031.0,161,Kindergarten - 12th Grade
TX,THE WOODLANDS METHODIST SCHOOL,Methodist,2200 LAKE WOODLANDS DR,THE WOODLANDS,77380,2818228220.0,227,Pre-Kindergarten - 8th Grade
TX,TRUE CROSS CATHOLTIC SCHOOL - DICKINSON,Roman Catholic,400 FM 517 RD E,DICKINSON,77539,2813375212.0,93,Kindergarten - 8th Grade
TX,VAL VERDE CHRISTIAN ACADEMY,Baptist,3900 CLEVELAND AVE,GROVES,77619,4099628822.0,51,Pre-Kindergarten - 12th Grade
VA,ACADEMY OF CHRISTIAN EDUCATION,Christian (no specific denomination),10800 PARKRIDGE BLVD # 150,RESTON,20191,7034712132.0,267,Pre-Kindergarten - 8th Grade
VA,HALIFAX CHRISTIAN SCHOOL,Church of God,3098 HALIFAX RD,SOUTH BOSTON,24592,4345751325.0,137,Pre-Kindergarten - 12th Grade
VA,HICKORY RIDGE ACADEMY,Christian (no specific denomination),3320 BATTLEFIELD BLVD S,CHESAPEAKE,23322,7574217500.0,5,Pre-Kindergarten - Kindergarten
VA,HUNTER CLASSICAL CHRISTIAN SCHOOL,Christian (no specific denomination),8800 DERBYSHIRE RD,HENRICO,23229,8047080048.0,87,Kindergarten - 8th Grade
VA,SIENA ACADEMY,Roman Catholic,1020 SPRINGVALE RD,GREAT FALLS,22066,7037594129.0,66,Pre-Kindergarten - Kindergarten
WA,CHRIST THE KING SCHOOL,Roman Catholic,1122 LONG AVE,RICHLAND,99354,5099466158.0,390,Pre-Kindergarten - 8th Grade
WA,ENLIGHTIUM ACADEMY,Other,1330 N WASHINGTON ST STE 5050,SPOKANE,99201,5093192408.0,3798,Pre-Kindergarten - 12th Grade
WA,FAITH LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,7075 PACIFIC AVE SE,LACEY,98503,3604911733.0,126,Pre-Kindergarten - 8th Grade
WA,PARAMOUNT CHRISTIAN ACADEMY,Christian (no specific denomination),7834 48TH LOOP SE,LACEY,98503,3608788915.0,69,Pre-Kindergarten - 8th Grade
WA,RAINIER CHRISTIAN SCHOOLS-KENT VIEW ELEMENTARY,Christian (no specific denomination),20 49TH ST NE,AUBURN,98002,2538525145.0,125,Kindergarten - 6th Grade
WA,SALVATION CHRISTIAN ACADEMY,Baptist,10622 8TH ST E,EDGEWOOD,98372,2539527163.0,203,Pre-Kindergarten - 10th Grade
WA,ST CECILIA CATHOLIC SCHOOL,Roman Catholic,1310 MADISON AVE N,BAINBRIDGE ISLAND,98110,2068422017.0,102,Pre-Kindergarten - 8th Grade
WA,SUMMIT CLASSICAL CHRISTIAN SCHOOL,Christian (no specific denomination),5130 164TH AVE SE,BELLEVUE,98006,4252220564.0,184,Kindergarten - 12th Grade
WA,TACOMA CHRISTIAN ACADEMY,Pentecostal,2014 S 15TH ST,TACOMA,98405,2532345112.0,309,Pre-Kindergarten - 10th Grade
WV,ST PATRICK SCHOOL,Roman Catholic,224 CENTER AVE,WESTON,26452,3042695547.0,68,Pre-Kindergarten - 8th Grade
WI,ALBANY HILLS AMISH SCHOOL,Amish,W1122 CO. RD R,MONDORI,54755,7156725269.0,25,1st Grade - 8th Grade
WI,PILGRIM LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,6717 W CENTER ST,WAUWATOSA,53210,4145592422.0,220,Pre-Kindergarten - 8th Grade
WI,DIVINE DESTINY SCHOOL,Christian (no specific denomination),3782 N 12TH ST,MILWAUKEE,53206,4142643374.0,46,Pre-Kindergarten - 8th Grade
WI,GRACE LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,N87W16173 KENWOOD BLVD,MENOMONEE FALLS,53051,2622517140.0,190,Pre-Kindergarten - 8th Grade
WI,HILLSIDE AMISH SCHOOL,Amish,N7617 SOMMERS RD,CAMBRIA,53923,,34,1st Grade - 8th Grade
WI,HILLTOP VIEW AMISH SCHOOL,Amish,13178 MIELKE RD,MARION,54950,,25,1st Grade - 8th Grade
WI,HOLY FAMILY SCHOOL,Roman Catholic,387 MONROE ST,WATERLOO,53594,9204783221.0,28,Pre-Kindergarten - 7th Grade
WI,HOLY GHOST-IMMACULATE CONCEPTION SCHOOL,Roman Catholic,PO BOX 129,KIELER,53812,6085687220.0,96,Pre-Kindergarten - 8th Grade
WI,HOPE CHRISTIAN SCHOOL SEUPER,Christian (no specific denomination),3040 W CAPITOL DR,MILWAUKEE,53216,4147632683.0,508,Pre-Kindergarten - 8th Grade
WI,LIFE ACADEMY,Christian (no specific denomination),2810 WOLLMER ST,MANITOWOC,54220,9283743737.0,8,Pre-Kindergarten - 2nd Grade
WI,MARANATHA BAPTIST ACADEMY,Baptist,745 W MAIN ST,WATERTOWN,53094,9202062367.0,65,9th Grade - 12th Grade
WI,MEADOW VIEW AMISH SCHOOL,Amish,N8492 DOLGNER RD,PARDEEVILLE,53954,,38,1st Grade - 8th Grade
WI,MOUNTAIN VIEW MONTESSORI,Other,1500 MERRILL AVE STE 100,WAUSAU,54401,7152983832.0,12,Pre-Kindergarten - Kindergarten
WI,NORTH SCOTT AMISH SCHOOL,Amish,N9450 FENSKE RD,DALTON,53926,,25,1st Grade - 8th Grade
WI,OAKRIDGE MENNONITE SCHOOL,Mennonite,W5133 N OAKHAVEN CIR,WAUTOMA,54982,9205664475.0,21,1st Grade - 8th Grade
WI,OUR LADY OF GRACE ACADEMY,Roman Catholic,1435 GROVE AVE,RACINE,53405,2628337100.0,259,Pre-Kindergarten - 8th Grade
WI,PLEASANT VIEW AMISH SCHOOL,Amish,E3790 W HILLPOINT RD,HILLPOINT,53937,,25,1st Grade - 8th Grade
WI,ROLLING ACRES AMISH SCHOOL,Amish,N 34855 SHELLY RIDGE RD,BLAIR,54616,7155381325.0,17,1st Grade - 8th Grade
WI,SHINING STAR CHRISTIAN SCHOOLS,Christian (no specific denomination),4050 N 95TH ST,MILWAUKEE,53222,7012383139.0,463,Pre-Kindergarten - 8th Grade
WI,ST PETER LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,115 EAU CLAIRE ST,SCHOFIELD,54476,7153593020.0,79,Kindergarten - 8th Grade
WI,TUCKERTOWN AMISH SCHOOL,Amish,E3790 W HILLPOINT RD,HILLPOINT,53937,,12,1st Grade - 8th Grade
AL,BRIGHT BEGINNINGS ACADEMY,Other,3590 PLEASANT VALLEY RD,MOBILE,36609,2515259105.0,46,1st Grade - 12th Grade
AL,ELLWOOD CHRISTIAN ACADEMY,Christian (no specific denomination),1 BELL RD,SELMA,36701,3348771581.0,98,1st Grade - 12th Grade
FL,AMERICAN WORLDWIDE ACADEMY,Christian (no specific denomination),"8101 BISCAYNE BLVD, STE 206",MIAMI,33138,3054565948.0,678,9th Grade - 12th Grade
FL,CARROLLTON SCHOOL-SACRED HEART,Roman Catholic,3747 MAIN HWY,MIAMI,33133,3054465673.0,811,Pre-Kindergarten - 12th Grade
FL,CITY INNOVATION SCHOOL INC,Other,16400 NW 15TH AVE,MIAMI,33169,7868023240.0,42,Pre-Kindergarten - 6th Grade
FL,COVENANT ACADEMY,Christian (no specific denomination),5495 PARK BLVD N,PINELLAS PARK,33781,7275426294.0,76,Kindergarten - 8th Grade
FL,LIFE CHANGERS CHRISTIAN ACADEMY,Other,PO BOX 61495,MELBOURNE,32906,3213335168.0,68,Kindergarten - 12th Grade
FL,ST MICHAEL THE ARCHANGEL CATHOLIC SCHOOL,Roman Catholic,300 NW 28TH AVE,MIAMI,33125,3056426732.0,323,Pre-Kindergarten - 8th Grade
GA,HARVEST RAIN ACADEMY,Christian (no specific denomination),51 SENOIA RD,FAIRBURN,30213,7709692040.0,20,Pre-Kindergarten - 3rd Grade
IN,CORNERSTONE CHRISTIAN MONTESSORI SCHOOL,Other,23830 C # R # 106,ELKHART,46514,5742644444.0,16,Pre-Kindergarten - Pre-Kindergarten
LA,LOUISIANA CHRISTIAN SCHOOL,Christian (no specific denomination),1545 ANSE BROUSSARD HWY,BREAUX BRIDGE,70517,3373324740.0,66,Pre-Kindergarten - 10th Grade
MN,LAKESIDE ACADEMY,Christian (no specific denomination),100 GARRISON AVE NE,BUFFALO,55313,6122386710.0,21,9th Grade - 12th Grade
MS,KINGS COURT CHRISTIAN ACADEMY,Other,716 HWY 1 N,GREENVILLE,38703,6623350964.0,79,1st Grade - 12th Grade
NE,IMMANUEL EVANGELICAL LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,1024 BOX BUTTE AVE; PO BOX 715,ALLIANCE,69301,3086291601.0,105,Pre-Kindergarten - 8th Grade
ND,TRINITY ELEMENTARY,Roman Catholic,2811 7TH ST E,WEST FARGO,58078,7013560793.0,248,Pre-Kindergarten - 5th Grade
AZ,TUCSON BAPTIST ACADEMY,Baptist,1525 S COLUMBUS BLVD,TUCSON,85711,5204291569.0,124,Kindergarten - 11th Grade
PA,DIVINE REDEEMER SCHOOL,Roman Catholic,726 4TH AVE,FORD CITY,16226,7247633761.0,80,Pre-Kindergarten - 6th Grade
PA,HOLY CROSS HIGH SCHOOL,Roman Catholic,501 E DRINKER ST,DUNMORE,18512,5703467541.0,340,9th Grade - 12th Grade
SC,JOHN PAUL II CATHOLIC SCHOOL,Roman Catholic,4211 N OKATIE HWY,RIDGELAND,29936,8436453838.0,256,7th Grade - 12th Grade
TN,THE ACADEMY FOR G.O.D.,Christian (no specific denomination),401 CENTER ST,OLD HICKORY,37138,6157227107.0,216,Kindergarten - 12th Grade
TX,WESLEY PREP,Methodist,9200 INWOOD RD,DALLAS,75220,2147069568.0,243,Pre-Kindergarten - 6th Grade
TX,SOLID ROCK CHRISTIAN ACADEMY,Pentecostal,5017 CURTIS CLARK DR,CORPUS CHRISTI,78411,3619924471.0,13,2nd Grade - 11th Grade
VA,FAITH ACADEMY,Pentecostal,528 SYCAMORE LN,RICHLANDS,24641,2763454251.0,30,Pre-Kindergarten - 12th Grade
WI,HOPE CHRISTIAN SCHOOL - SEMPER,Christian (no specific denomination),3040 W CAPITOL DR,MILWAUKEE,53216,4147632683.0,505,Pre-Kindergarten - 8th Grade
WI,HOPE CHRISTIAN SCHOOL - VIA,Other,3502 DOUGLAS AVE,RACINE,53402,2628009021.0,370,Kindergarten - 8th Grade
AL,BEREAN BAPTIST CHRISTIAN SCHOOL,Baptist,PO BOX 237,ELBERTA,36530,2519865162.0,4,5th Grade - 10th Grade
AL,HOLT STREET CHRISTIAN ACADEMY,Christian (no specific denomination),1870 S CT ST,MONTGOMERY,36104,3342614141.0,60,Kindergarten - 6th Grade
AL,RIVERWOOD CLASSICAL SCHOOL,Presbyterian,501 RICE VALLEY RD N,TUSCALOOSA,35406,2057585502.0,56,Kindergarten - 11th Grade
AL,ST MICHAEL CATHOLIC HIGH SCHOOL,Roman Catholic,11732 ST MICHAEL WAY,FAIRHOPE,36532,2514590210.0,351,9th Grade - 12th Grade
AK,WHITESTONE FARMS TRAINING CENTER / WHITESTONE HS,Christian (no specific denomination),PO BOX 1229,DELTA JUNCTION,99737,9078954938.0,37,Kindergarten - 12th Grade
AZ,OUR LADY OF THE LAKE CATHOLIC SCHOOL,Roman Catholic,1975 DAYTONA AVE,LAKE HAVASU CITY,86403,9288550154.0,71,Pre-Kindergarten - 5th Grade
AZ,VERITAS ACADEMY OF TUCSON,Other,2151 N PALO VERDE BLVD,TUCSON,85716,5205760427.0,185,Kindergarten - 12th Grade
AZ,YUMA ADVENTIST CHRISTIAN SCHOOL,Seventh-Day Adventist,1681 S 6TH AVE,YUMA,85364,9287830457.0,23,Kindergarten - 8th Grade
AR,BENTONVILLE SDA SCHOOL,Seventh-Day Adventist,2522 SE 14TH ST,BENTONVILLE,72712,4792718887.0,29,Pre-Kindergarten - 8th Grade
CA,BIBLE BAPTIST SCHOOLS,Baptist,2787 N BEALE RD,MARYSVILLE,95901,5307422495.0,55,Kindergarten - 12th Grade
CA,BRYTE CHRISTIAN ACADEMY,Baptist,1000 SACRAMENTO AVE,WEST SACRAMENTO,95605,9162332503.0,101,Kindergarten - 10th Grade
CA,CITY OF DHARMA REALM INSTIL GOODNESS EL & DEV,Other,1029 W CAPITOL AVE,WEST SACRAMENTO,95691,9163748234.0,10,6th Grade - 11th Grade
CA,CONCORD LUTHERAN ACADEMY,Wisconsin Evangelical Lutheran Synod,29581 N GENERAL KEARNY RD,TEMECULA,92591,9517774252.0,24,Kindergarten - 7th Grade
CA,CORNERSTONE CHRISTIAN SCHOOLS,Christian (no specific denomination),1777 ARNEILL RD,CAMARILLO,93010,8059878621.0,156,Pre-Kindergarten - 8th Grade
CA,DIAMOND VIEW MENNONITE CHRISTIAN DAY SCHOOL,Mennonite,719-085 CAPPEZOLI LN,STANDISH,96128,5302546676.0,10,1st Grade - 8th Grade
CA,DP CHRISTIAN SCHOOL,Christian (no specific denomination),27100 GIRARD ST,HEMET,92544,9515999011.0,176,Kindergarten - 10th Grade
CA,FOOTHILL CHRISTIAN ACADEMY,Christian (no specific denomination),36773 SPARTA AVE,MADERA,93636,5597088370.0,9,1st Grade - 12th Grade
CA,FOUNTAIN OF TRUTH CHRISTIAN ACADEMY,Christian (no specific denomination),9271 ARROW ROUTE,RANCHO CUCAMONGA,91730,9098225450.0,35,Kindergarten - 12th Grade
CA,HERITAGE CHRISTIAN SCHOOL,Christian (no specific denomination),22081 HIDALGO,MISSION VIEJO,92691,9495989166.0,254,Pre-Kindergarten - 12th Grade
CA,HOLY CROSS LUTHERAN ACADEMY,Lutheran Church–Missouri Synod,4701 GROVE ST,ROCKLIN,95677,9166242123.0,14,Pre-Kindergarten - Transitional Kindergarten
CA,KHAN LAB SCHOOL,Friends,1200 VILLA ST STE 100,MOUNTAIN VIEW,94041,5582222208.0,40,Kindergarten - 6th Grade
MD,LAMBO ACADEMY INTERNATIONAL,Christian (no specific denomination),119 WATKINS STATION CIR #B,MARYLAND,20879,4157543889.0,6,9th Grade - 12th Grade
CA,LEFEBVRE FAMILY HOME SCHOOL,Christian (no specific denomination),35159 EL DORADO ST,LAKE ELSINORE,92530,9495250292.0,9,1st Grade - 11th Grade
CA,PATHWAY SCHOOL INC.,Christian (no specific denomination),23802 AVENIDA DE LA CARLOTA,LAGUNA HILLS,92653,9498371203.0,44,3rd Grade - 8th Grade
CA,RIO HONDO PREPARATORY,Christian (no specific denomination),PO BOX 662080,ARCADIA,91066,6264449531.0,137,7th Grade - 12th Grade
CA,ST THERESE CLASSICAL ACADEMY,Roman Catholic,PO BOX 61535,SANTA BARBARA,93160,8056831111.0,27,5th Grade - 12th Grade
CA,ST ROSE OF LIMA ELEMENTARY,Roman Catholic,1325 ROYAL AVE,SIMI VALLEY,93065,8055265304.0,188,Kindergarten - 8th Grade
CA,WESTERN CHRISTIAN HIGH SCHOOL,Christian (no specific denomination),100 W 9TH ST,UPLAND,91786,9099205858.0,395,9th Grade - 12th Grade
CO,SPRINGS BAPTIST ACADEMY,Baptist,3500 N NEVADA AVE,COLORADO SPRINGS,80907,7195937887.0,51,Pre-Kindergarten - 12th Grade
CO,ST PAUL CATHOLIC SCHOOL,Roman Catholic,1601 MESA AVE,COLORADO SPRINGS,80906,7196321846.0,127,Pre-Kindergarten - 8th Grade
CT,ST PAUL CHRISTIAN SCHOOL,Lutheran Church–Missouri Synod,41 EASTON RD,WESTPORT,6880,2032277920.0,5,Pre-Kindergarten - Kindergarten
DE,DELMARVA CHRISTIAN SCHOOLS MILTON CAMPUS,Christian (no specific denomination),26631 ZION CHURCH RD,MILTON,19968,3028564040.0,246,Pre-Kindergarten - 8th Grade
DE,DOVER FIRST CHRISTIAN SCHOOL,Christian (no specific denomination),655 WYOMING AVE,DOVER,19904,3025264998.0,30,Pre-Kindergarten - 6th Grade
DC,BISHOP JOHN T. WALKER SCHOOL FOR BOYS,Episcopal,1801 MISSISSIPPI AVE SE,WASHINGTON,20020,2026781515.0,83,Kindergarten - 5th Grade
FL,ACTS ACADEMY,Pentecostal,5408 SYBIL CT,TALLAHASSEE,32309,8508772287.0,14,3rd Grade - 11th Grade
FL,ALL HOPE CHRISTIAN ACADEMY,Christian (no specific denomination),200 HAVENDALE BLVD,AUBURNDALE,33823,8632297821.0,54,Kindergarten - 12th Grade
FL,ALL SAINTS ACADEMY,Episcopal,5001 STATE ROAD 540 W,WINTER HAVEN,33880,8632935980.0,571,Pre-Kindergarten - 12th Grade
FL,AMERICA'S CHRISTIAN FUTURE PRESCHOOL ELEMENTARY,Baptist,1306 W 49TH ST,HIALEAH,33012,3058224455.0,185,Pre-Kindergarten - 9th Grade
FL,ARTS THEREAFTER CHRISTIAN SCHOOL,Christian (no specific denomination),2745 CANOE CREEK RD,ST CLOUD,34772,4075936608.0,74,Kindergarten - 11th Grade
FL,AVANT SCHOOL OF EXCELLENCE,Other,777-B W PALM DR,FLORIDA CITY,33034,3052465905.0,280,Kindergarten - 12th Grade
FL,BETHANY LEARNING ACADEMY,Pentecostal,6229 WINEGARD RD,ORLANDO,32809,4072714711.0,120,Pre-Kindergarten - 9th Grade
FL,BEYOND BORDERS CHRISTIAN SCHOOL,Other,1011 W SPEEDWAY BLVD,DAYTONA BEACH,32114,3863339814.0,78,Kindergarten - 12th Grade
FL,BUILDERS OF THE FAITH CHRISTIAN ACADEMY,Christian (no specific denomination),5900 RICKER RD,JACKSONVILLE,32244,9047720277.0,10,Pre-Kindergarten - Kindergarten
FL,CHANGING LIVES ACADEMY INC.,Christian (no specific denomination),7215 MONETARY DR STE 109,ORLANDO,32809,4076132445.0,91,Kindergarten - 12th Grade
FL,ST CLOUD CHRISTIAN PREP,Other,1717 13TH ST,ST CLOUD,34769,4075770738.0,234,Pre-Kindergarten - 12th Grade
FL,CHRISTIAN CROSSINGS ACADEMY,Other,1840 CROSSINGS BLVD,ODESSA,33556,8137929070.0,115,Kindergarten - 11th Grade
FL,COMMUNITY CHRISTIAN ACADEMY,Baptist,6565 78TH AVE N,PINELLAS PARK,33781,7275922659.0,109,Kindergarten - 12th Grade
OH,GROVE CITY CHRISTIAN SCHOOL,Church of the Nazarene,4750 HOOVER RD,GROVE CITY,43123,6148753000.0,724,Kindergarten - 12th Grade
FL,CUTTINGEDGE LEARNING ACADEMY INC.,Roman Catholic,10512 LAKE SAINT CHARLES BLVD,RIVERVIEW,33578,8133745119.0,95,Kindergarten - 12th Grade
FL,DT PREPARATORY ACADEMY,Other,8440 ASHLAND AVE,PENSACOLA,32534,8504186390.0,116,Kindergarten - 8th Grade
FL,WOODLAND ACADEMY,Christian (no specific denomination),9607 STATE ROAD 70 E,BRADENTON,34202,9417538588.0,277,Kindergarten - 8th Grade
FL,EBENEZER CHRISTIAN SCHOOL INC.,Christian (no specific denomination),530 SW 1ST ST STE 308,FLORIDA CITY,33034,3053949494.0,43,Kindergarten - 11th Grade
FL,EBENEZER DAY CARE,Baptist,4111 SW 4TH ST,MIAMI,33134,3054431992.0,52,Pre-Kindergarten - 2nd Grade
FL,EDUCATIONAL HARBOR,Baptist,11521 57TH ST CIR E,PARRISH,34219,9418423427.0,65,Kindergarten - 12th Grade
FL,EPHESUS SDA JUNIOR ACADEMY,Seventh-Day Adventist,2760 EDGEWOOD AVE W,JACKSONVILLE,32209,9047653225.0,92,Kindergarten - 10th Grade
FL,ESTHERS SCHOOL INC-PINELLAS,Christian (no specific denomination),4400 70TH AVE N,PINELLAS PARK,33781,7275444700.0,38,1st Grade - 12th Grade
FL,ESTHER'S SCHOOL KISSIMMEE,Other,522 SIMPSON RD,KISSIMMEE,34744,4078732235.0,102,Kindergarten - 12th Grade
FL,ESTHERS SCHOOL,Christian (no specific denomination),9525 HUDSON AVE,HUDSON,34667,7272339981.0,59,Kindergarten - 12th Grade
FL,FAITH GENERATION ACADEMY,Assembly of God,1840 N GOLDENROD RD,ORLANDO,32807,3213182344.0,75,Pre-Kindergarten - 12th Grade
FL,FAITH PREPARATORY SCHOOL,Christian (no specific denomination),12100 SW ACADEMY DR,LAKE SUZY,34269,9417430098.0,13,Pre-Kindergarten - Transitional Kindergarten
FL,FIRST ACADEMY,Baptist,160 SE GILLEN TER,LULU,32061,4074922708.0,28,Pre-Kindergarten - 12th Grade
FL,FIRST BAPTIST ACADEMY,Baptist,2700 N PALM AVE,HOLLYWOOD,33026,9544047706.0,197,Pre-Kindergarten - 12th Grade
FL,FUTURE SCHOLARS CHRISTIAN ACADEMY,Baptist,222 E CENTRAL AVE,WINTERHAVEN,33880,8632918002.0,39,Kindergarten - 10th Grade
FL,GENERATION OF HOPE ACADEMY INC 2,Pentecostal,1131 N GOLDENROD RD,ORLANDO,32807,9074931924.0,85,Kindergarten - 11th Grade
FL,"GRACE CHRISTIAN ACADEMY OF ST LUCIE COUNTY, INC",Christian (no specific denomination),590 NW PEACOCK BLVD STE 4,PORT ST LUCIE,34986,7729058096.0,107,Pre-Kindergarten - 12th Grade
FL,GRANT PARK CHRISTIAN ACADEMY,Christian (no specific denomination),5107 E 32ND AVE,TAMPA,33619,8136999068.0,56,Pre-Kindergarten - 8th Grade
FL,HOPE PREPARATORY ACADEMY,Christian (no specific denomination),13806 STATE ROAD 33,GROVELAND,34736,3524294722.0,98,3rd Grade - 12th Grade
FL,I AM ACADEMY,Christian (no specific denomination),3166 SW CURCUMA ST,PORT ST LUCIE,34953,7723804400.0,16,Kindergarten - 6th Grade
FL,LASCHOOL ACADEMY INC,Christian (no specific denomination),2130 WOODSIDE ST,JACKSONVILLE,32209,9049937148.0,17,1st Grade - 11th Grade
FL,LAUDERHILL COMMUNITY CHILD CARE CENTER,Seventh-Day Adventist,1173 N STATE ROAD 7,LAUDERHILL,33313,9548952104.0,8,Pre-Kindergarten - 2nd Grade
FL,LIGHTHOUSE CHRISTIAN SCHOOL CALLAHAM,Christian (no specific denomination),541798 US HIGHWAY 1,CALLAHAN,32011,9045495500.0,58,2nd Grade - 12th Grade
FL,LIVELY STONES FOR JESUS SCHOOL OF THE FUTURE,Christian (no specific denomination),835 NW 119TH ST,MIAMI,33168,3056857739.0,4,3rd Grade - 12th Grade
FL,LOVING CARE YOUNG ACHIEVERS CLUB,Christian (no specific denomination),1207 S 28TH ST,FORT PIERCE,34947,7724641814.0,117,Pre-Kindergarten - 12th Grade
FL,MASTER'S TRAINING ACADEMY INC.,Other,2480 ANACOSTIA AVE,OCOEE,34761,4077032662.0,28,Kindergarten - 12th Grade
FL,MIMI'S LEARNING CENTER,Other,4900 HALLANDALE BEACH BLVD BLDG A,PEMBROKE PARK,33023,7862738648.0,25,Pre-Kindergarten - 5th Grade
FL,MISSIONARY CHRISTIAN ACADEMY,Pentecostal,10902 N ARMENIA AVE,TAMPA,33612,8135455232.0,66,Kindergarten - 12th Grade
FL,MOTHER TERESA OF CALCUTTA,Roman Catholic,17524 LAKESHORE RD,LUTZ,33558,8139334750.0,431,Kindergarten - 8th Grade
FL,MURL WINDSOR ACADEMY AT HOLLYWOOD,Christian (no specific denomination),110 SW 11TH ST,FORT LAUDERDALE,33315,9545474315.0,83,Kindergarten - 12th Grade
FL,NEXT GENERATION ACADEMICS INC,Christian (no specific denomination),4635 26TH ST W,BRADENTON,34207,9412512491.0,37,Kindergarten - 9th Grade
FL,NORTH AMERICAN ACADEMY,Other,"8266 MILLS DR, UNIT 836672",MIAMI,33283,8002193550.0,381,9th Grade - 12th Grade
FL,OCALA CHRISTIAN LEARNING ACADEMY INC.,Other,PO BOX 2347,APOPKA,32704,4074080320.0,34,Kindergarten - 11th Grade
FL,OKEECHOBEE ADVENTIST CHRISTIAN SCHOOL,Seventh-Day Adventist,PO BOX 2118,OKEECHOBEE,34973,8636101291.0,7,1st Grade - 7th Grade
FL,ONE ACCORD CHRISTIAN ACADEMY,Christian (no specific denomination),7301 EDGEWATER DR,ORLANDO,32810,4075233002.0,82,Kindergarten - 12th Grade
FL,OVELL'S CHRISITIAN ACADEMY,Christian (no specific denomination),105 AVE G SE,WINTER HAVEN,33880,8632944647.0,23,Kindergarten - 7th Grade
FL,PATHWAYS SCHOOL OF EXCELLENCE,Assembly of God,1000 LONGFELLOW BLVD,LAKELAND,33801,8636675423.0,52,6th Grade - 12th Grade
FL,POINCIANA CHRISTIAN PREPARATORY SCHOOL,Christian (no specific denomination),2525 TRAFALGAR BLVD,KISSIMMEE,34758,4077492078.0,371,Pre-Kindergarten - 12th Grade
FL,RAISING KNOWLEDGE ACADEMY INC.,Other,2132 CENTRAL FLORIDA PKWY STE C8,ORLANDO,32837,4078889595.0,100,Pre-Kindergarten - 12th Grade
FL,ST JOHN VIANNEY CATHOLIC SCHOOL,Roman Catholic,500 84TH AVE,ST PETE BEACH,33706,7273601113.0,209,Pre-Kindergarten - 8th Grade
FL,SHEPHERD'S HEART CHRISTIAN SCHOOL,Christian (no specific denomination),6502 44TH AVE E,BRADENTON,34203,9417828929.0,42,Kindergarten - 12th Grade
FL,SPACE COAST CHRISTIAN ACADEMY,Baptist,223 N SAMSULA DR,NEW SMYRNA BEACH,32168,3869573182.0,26,Kindergarten - 12th Grade
FL,SPARROW ACADEMY,Assembly of God,8595 US HIGHWAY 98 N,LAKELAND,33809,8637772269.0,53,2nd Grade - 11th Grade
FL,ST JOHNS CHRISTIAN SCHOOL,Baptist,938 WESTRIVER RD,PALATKA,32177,3863282120.0,117,Kindergarten - 12th Grade
FL,ST PAUL CHRISTIAN SCHOOL,Christian (no specific denomination),1407 JOHN SIMS PKWY E,NICEVILLE,32578,8506781298.0,58,Pre-Kindergarten - 5th Grade
FL,SUNLIGHT CHRISTIAN ACADEMY,Christian (no specific denomination),477 SW CASHMERE BLVD,PORT ST LUCIE,34986,7724467363.0,230,Pre-Kindergarten - 6th Grade
FL,SUNRISE ACADEMY,Christian (no specific denomination),2700 ENTERPRISE RD STE A,ORANGE CITY,32763,3867757866.0,275,Pre-Kindergarten - 12th Grade
FL,T.O.P ACADEMY,Pentecostal,330 S THOMPSON AVE,DELAND,32720,3862796445.0,20,Pre-Kindergarten - 8th Grade
FL,THE VINE CHRISTIAN ACADEMY,Christian (no specific denomination),2540 MICHIGAN AVE STE CBE,KISSIMMEE,34744,4077911588.0,214,Kindergarten - 12th Grade
FL,VICTORY ACADEMY OCALA,Other,328 NE 1ST AVE STE 100,OCALA,34470,3528043639.0,58,Kindergarten - 8th Grade
FL,WESTMINSTER ACADEMY,Christian (no specific denomination),804 N LINCOLN AVE,TAMPA,33609,8132795225.0,49,Pre-Kindergarten - 5th Grade
GA,ACADEMY AT DOUBLE H RANCH,Christian (no specific denomination),PO BOX 769372,ROSWELL,30076,8039978007.0,21,Kindergarten - 11th Grade
GA,ATLANTA ADVENTIST ACADEMY,Seventh-Day Adventist,2959 DULUTH HWY 120,DULUTH,30096,6785129912.0,75,9th Grade - 12th Grade
GA,CAMDEN CHRISTIAN ACADEMY,Pentecostal,PO BOX 1447,KINGSLAND,31548,9124097848.0,17,1st Grade - 12th Grade
